Decanoic acid,Decanoate,Decylamine,Decyltrimethyl ammonium bromid,Decyl sodium sulfate,Decanol,Glycerol monodecanoate
1.890600963474612,0.08678953338425795,1.97003653647513,0.3573553582479538,0.12362134060929257,1.3856104611002062,0.9529188957983521
0.7014115499668072,0.14832170544931042,0.35580690079292665,0.25539951198769206,0.2471923208632203,0.6082606989610503,0.1857891022982255
2.852364759297683,0.32867499690418306,3.8467508039432268,3.768987010021899,0.05380149446767327,1.1312065143745116,0.09343682421639878
1.5967798821093286,0.09730295935892376,0.8278015578309866,0.27231588726364825,0.12025092997615514,1.4771071653611858,0.2503689395441562
0.37973544578079,1.8172639268098871,4.56484203196184,1.4630122831190155,0.16016587217857084,0.7649131688886383,0.2659522553454517
0.6167988512452112,0.7605072841046256,0.25159668233735727,2.236576752809129,0.07391073769502182,0.7291860413800217,0.8272776790410802
0.3150659459905388,0.5537899790717392,0.3336271031681575,0.396938750954153,0.666660584294415,0.17217456159411018,0.8618868842483994
2.4203171085383413,0.13289940101837922,0.367994056947007,3.633327791637468,0.5023809166043289,1.1532386311858547,0.21358578250408902
1.6340968886635838,1.2727551286875736,4.4370865010844485,2.3432614403464562,0.12331473600039271,0.5322542905319331,0.18119325154261998
0.48347388545301445,0.8739499841129744,0.9493383922112445,0.1310183077437492,0.9390304487028831,0.5301678971634212,0.6503108046447581
